content | chapter
The next day, Sun Jian came before Yuan Shao to take his leave and said, "I have an ailment that requires my return to Changsha. I come, my lord, to bid goodbye." With a smile Yuan Shao responded, "I know all about your 'ailment.' A severe case of 'royal seal,' is it not?" Sun Jian turned pale. "What makes you say such a thing?" he said. "We mustered our armies," Yuan Shao went on, "to bring traitors to justice and to rid the ruling house of its scourge. To that house the seal belongs. If it has come into your hands, you should leave it with me as leader of the confederation, here in front of the whole body of lords. After Dong Zhuo has been duly executed, it shall be returned to the court. For what purpose would you want to carry it away?" "How could the seal have come into my possession?" Sun Jian asked. "Where is the object you found in the well by the Hall of Paragons?" countered Yuan Shao. "I have no such object," Sun Jian insisted. "Why are you harassing me this way?" "Make haste and produce it," Yuan Shao said flatly, "or suffer consequences of your own making." | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Pointing to Heaven, Sun Jian declared, "If I am concealing this treasure, may I die by sword or arrow." The assembled lords said, "If he gives such an oath, surely he cannot have the seal." Yuan Shao then had the soldier who witnessed the incident brought forward. "When you pulled the woman from the well,” Yuan Shao demanded of Sun Jian, "was this man present?" Sun Jian angrily drew his sword, menacing the soldier. Yuan Shao drew also, saying, "If you kill him, you are deceiving me!" Behind Yuan Shao, generals Yan Liang and Wen Chou had bared their swords, while behind Sun Jian, generals Cheng Pu, Huang Gai, and Han Dang had their weapons out. The lords tried to stop the quarrel, but Sun Jian took to his horse and left Luoyang with his entire army. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Still outraged, Yuan Shao dispatched a letter to Liu Biao, imperial inspector in Jingzhou, requesting him to intercept Sun Jian and seize the seal. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
The following day Yuan Shao was informed that Cao Cao had pursued Dong Zhuo, engaged his forces at Yingyang, and had returned in defeat. Shao's men met Cao, and Yuan Shao called the lords together and served wine, hoping to hearten Cao Cao. During the repast Cao Cao sighed and said to Yuan Shao, "When I first rose to our great cause, to which these loyal lords have rallied, I intended for Benchu [Yuan Shao's style] to keep watch over the Meng ford with his Henei troops; and for my commanders based at Suanzao to guard Chenggao, hold Aocang Mountain, and close the Huanyuan and Daigu passes, thus securing the entire capital region. I meant for Gonglu [Yuan Shu's style] to post his Nanyang army in Dan and Xi counties, enter the pass at Wu, and let the western capital districts know the might of our arms. My objective was not so much to give battle as to dig in and make a show of force with decoys, demonstrating that the situation was turning in our favour. As fighters in the Emperor's cause, we could have swiftly chastised those who rose against him. But immobilized by hesitation, we have lost the confidence of the realm, and it makes me deeply ashamed." There was no reply Yuan Shao could make, and the assembly adjourned. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
The separate and conflicting ambitions of Yuan Shao and the various lords had shown Cao Cao that they would achieve nothing, so he took his troops to Yangzhou. Gongsun Zan, too, said to Xuande and his brothers, "Yuan Shao has no future; the lords will turn against him in the long run. We might as well go home." Gongsun Zan decamped and went north. When he came to Pingyuan, he enjoined Xuande to remain as lord of the fief, and he went on to secure his own territory and replenish his forces. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
In Yuan Shao's camp dissension was evident. Qiao Mao, governor of Dongjun, refused Liu Dai, governor of Yanzhou, a loan of grain. In retaliation Liu Dai raided Qiao Mao's camp, killed him, and took over his troops. Yuan Shao, seeing the confederation breaking apart, pulled up his own camps and left the capital to go east. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
Riding south to his fief in Changsha, Sun Jian had to pass through Jingzhou, the province under the jurisdiction of Imperial Inspector Liu Biao (Jingsheng), a native of Gaoping in Shanyang and a relative of the imperial family. From his youth, Liu Biao had had a wide circle of friends and was one of a group of outstanding men from the area, the Eight Paragons of Jiangxia. Who were the other seven?  1. Chen Xiang (Zhonglin), from Runan  2. Fan Pang (Mengbo), also from Runan  3. Kong Yu (Shiyuan), from the fief of Lu  4. Fan Kang (Zhongzhen), from Bohai  5. Tan Fu (Wenyou), from Shanyang  6. Zhang Jian (Yuanjie), also from Shanyang  7. Cen Zhi (Gongxiao), from Nanyang  In addition, Liu Biao was assisted by Kuai Liang and Kuai Yue of Yanping as well as Cai Mao of Xiangyang. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
On receipt of Yuan Shao's letter, Liu Biao ordered Kuai Yue and Cai Mao to take ten thousand men and intercept Sun Jian. When the two forces met, Sun Jian demanded, "Why do you prevent me from passing?" Kuai Yue responded, "Why are you, a subject of the Han, carrying off the imperial seal? Leave it with me and you may pass." Sun Jian was outraged and ordered Huang Gai into battle. Cai Mao, brandishing his sword, took to the field. After a few clashes Huang Gai scored a blow with his whip on the armor plate over Cai Mao's chest, forcing him to retreat. Carried by the momentum of the victory, Sun Jian pushed across the line. At that moment Liu Biao himself led his men out as gongs and drums resounded in unison behind a hill. Sun Jian immediately extended his respects from horseback and said, "Why are you making things difficult for a neighbor merely on Yuan Shao's word?" "You are hiding the seal of state," said Liu Biao. "Are you going to rebel?" "May I die by sword or arrow if I have it," swore Sun Jian. "If you expect me to believe you," replied Liu Biao, "then let me search your gear." "Are you so mighty to demean me this way?" retorted Sun Jian. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
The two warriors stood there on the verge of blows when Liu Biao backed off. Sun Jian gave his horse free rein and pursued Liu Biao— right into the waiting ambush. Kuai Yue and Cai Mao emerged from behind, trapping Sun Jian on all sides. Thus the royal seal proved no blessing to its finder; It proved rather a cause of war. | 006 In Razing the Capital, Dong Zhuo Commits Heinous Crimes; By Concealing the Jade Seal, Sun Jian Betrays the Confederation
By dint of the heroic efforts of his three commanders, Cheng Pu, Huang Gai, and Han Dang, Sun Jian broke out of the trap. Half of his men were lost, however, as they struggled to get back to the land south of the Great River. Liu Biao and Sun Jian became mortal enemies. | 007 Yuan Shao Battles Gongsun Zan at the River Pan; Sun Jian Attacks Liu Biao Across the Great River
Yuan Shao had positioned troops at Henei. Food and fodder were scarce, but Han Fu, provincial protector of Jizhou, provided grain for Shao's men. Yuan Shao's adviser, Peng Ji, proposed attacking Han Fu. "A brave and powerful leader like yourself, who can move where he will," Peng Ji argued, "should not have to depend on another for supplies. Jizhou is a productive and wealthy province. Why not seize it?" "Have you a sound plan?" asked Yuan Shao. "Write to Gongsun Zan," Peng Ji said. "Suggest that he join us in a two-fronted attack on Jizhou. Zan is sure to muster his army. And Han Fu, who lacks the ability to cope with such a challenge, will invite you to take charge of his province. Thus you can pluck the prize with no effort at all." This advice delighted Yuan Shao, and he wrote Gongsun Zan proposing military action against Jizhou. | 007 Yuan Shao Battles Gongsun Zan at the River Pan; Sun Jian Attacks Liu Biao Across the Great River
Zan was pleased with the idea of dividing Jizhou with Yuan Shao and called up his army the day the letter came. Meanwhile, Yuan Shao quietly informed Han Fu of the threat to his province. Han Fu summoned Xun Chan and Xin Ping to counsel. "Gongsun Zan commands hardened troops from the northern border districts of Yan and Dai," said Xun Chan. "They are advancing rapidly and are too strong to oppose directly. If Xuande and his brothers join them, they will be irresistible. Now then, Yuan Shao is a leader of unsurpassed courage and wisdom. He can field a large number of outstanding commanders. Why not invite him to govern the province jointly with you? He will treat you well and we'll have nothing to fear from Gongsun Zan." Accordingly, Han Fu dispatched his deputy Guan Chun to deliver the invitation to Yuan Shao. | 007 Yuan Shao Battles Gongsun Zan at the River Pan; Sun Jian Attacks Liu Biao Across the Great River
